package	function	summary	language	source_url	doc_path	fetched_at
omicverse	omicverse.pl.contour	Overlay a KDE contour for selected clusters on embedding axes.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.contour.html	references/omicverse/functions/omicverse.pl.contour.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.ConvexHull	Plot the ConvexHull for a cluster in embedding.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.ConvexHull.html	references/omicverse/functions/omicverse.pl.ConvexHull.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.create_custom_colormap	Build a transparent-to-opaque LinearSegmentedColormap of a single colour.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.create_custom_colormap.html	references/omicverse/functions/omicverse.pl.create_custom_colormap.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.dotplot	Make a dot plot of the expression values of var_names .	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.dotplot.html	references/omicverse/functions/omicverse.pl.dotplot.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.dynamic_heatmap	Plot dynamic feature trends along pseudotime, optionally by lineage.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.dynamic_heatmap.html	references/omicverse/functions/omicverse.pl.dynamic_heatmap.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.dynamic_trends	Plot GAM-fitted pseudotime trends for one or more genes.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.dynamic_trends.html	references/omicverse/functions/omicverse.pl.dynamic_trends.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.embedding	Scatter plot for user specified embedding basis (e.g. umap, pca, etc).	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.embedding.html	references/omicverse/functions/omicverse.pl.embedding.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.embedding_adjust	Get locations of cluster median and adjust text labels accordingly.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.embedding_adjust.html	references/omicverse/functions/omicverse.pl.embedding_adjust.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.embedding_atlas	Render large-scale embeddings with Datashader.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.embedding_atlas.html	references/omicverse/functions/omicverse.pl.embedding_atlas.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.embedding_celltype	Plot embedding with celltype color by omicverse.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.embedding_celltype.html	references/omicverse/functions/omicverse.pl.embedding_celltype.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.embedding_density	Plot cluster-specific density on an existing embedding.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.embedding_density.html	references/omicverse/functions/omicverse.pl.embedding_density.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.feature_heatmap	Plot cell-level feature expression ordered by groups or metadata.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.feature_heatmap.html	references/omicverse/functions/omicverse.pl.feature_heatmap.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.ForbiddenCity	Forbidden City traditional-color palette utility.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.ForbiddenCity.html	references/omicverse/functions/omicverse.pl.ForbiddenCity.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.gen_mpl_labels	Add cluster labels at median positions in embedding plots with automatic text positioning.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.gen_mpl_labels.html	references/omicverse/functions/omicverse.pl.gen_mpl_labels.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.geneset_wordcloud	Build cluster-wise gene-set word clouds along pseudotime.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.geneset_wordcloud.html	references/omicverse/functions/omicverse.pl.geneset_wordcloud.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.group_heatmap	Plot grouped mean expression as a Marsilea heatmap.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.group_heatmap.html	references/omicverse/functions/omicverse.pl.group_heatmap.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.marker_heatmap	Create a dot plot heatmap showing marker gene expression using PyComplexHeatmap.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.marker_heatmap.html	references/omicverse/functions/omicverse.pl.marker_heatmap.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.markers_dotplot	Dot plot of marker genes — clean drop-in for rank_genes_groups_dotplot() .	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.markers_dotplot.html	references/omicverse/functions/omicverse.pl.markers_dotplot.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.palette	Returns the default OmicVerse color palette.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.palette.html	references/omicverse/functions/omicverse.pl.palette.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.plot1cell	Circular UMAP with metadata tracks.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.plot1cell.html	references/omicverse/functions/omicverse.pl.plot1cell.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.plot_cellproportion	Plot stacked bar chart showing cell type proportions across groups.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.plot_cellproportion.html	references/omicverse/functions/omicverse.pl.plot_cellproportion.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.plot_embedding_celltype	Create combined embedding plot with cell type legend and counts.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.plot_embedding_celltype.html	references/omicverse/functions/omicverse.pl.plot_embedding_celltype.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.plot_flowsig_network	Create a flowsig network visualization showing GEM modules and gene flows.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.plot_flowsig_network.html	references/omicverse/functions/omicverse.pl.plot_flowsig_network.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.plot_grouped_fractions	Plot grouped cell-fraction summaries as stacked bars.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.plot_grouped_fractions.html	references/omicverse/functions/omicverse.pl.plot_grouped_fractions.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.plot_pca_variance_ratio	Plot PCA variance ratio to determine optimal number of principal components.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.plot_pca_variance_ratio.html	references/omicverse/functions/omicverse.pl.plot_pca_variance_ratio.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.plot_set	Configure plotting settings for OmicVerse.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.plot_set.html	references/omicverse/functions/omicverse.pl.plot_set.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.plot_spatial	Create spatial plot from Visium data with color gradient and interpolation.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.plot_spatial.html	references/omicverse/functions/omicverse.pl.plot_spatial.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.plot_text_set	Format text for plotting by adding line breaks.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.plot_text_set.html	references/omicverse/functions/omicverse.pl.plot_text_set.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.rank_genes_groups_dotplot	Create a dot plot from rank_genes_groups results.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.rank_genes_groups_dotplot.html	references/omicverse/functions/omicverse.pl.rank_genes_groups_dotplot.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.single_group_boxplot	adata (AnnData object): The data object containing the information for plotting. groupby (str): The variable used for grouping the data. color (str): The variable used for coloring the data points. type_color_dict (dict): A dictionary mapping group categories to specific colors. title (str): The title for the plot. ylabel (str): The label for the y-axis. kruskal_test (bool): Whether to perform a Kruskal-Wallis test and display the p-value on the plot. figsize (tuple): The size of the plot figure in inches (width, height). x_ticks_plot (bool): Whether to display x-axis tick labels. legend_plot (bool): Whether to display a legend for the groups. bbox_to_anchor (tuple): The position of the legend bbox (x, y) in axes coordinates. save (bool): Whether to save the plot to a file. point_number (int): The number of data points to be plotted for each group. save_pathway (str): The file path for saving the plot (if save is True). sort (bool): Whether to sort the groups based on their mean values. scatter_kwargs (dict): Additional keyword arguments for customizing the scatter plot. ax (matplotlib.axes.Axes): A pre-existing axes object for plotting (optional).	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.single_group_boxplot.html	references/omicverse/functions/omicverse.pl.single_group_boxplot.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.tsne	Plot t-SNE embedding.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.tsne.html	references/omicverse/functions/omicverse.pl.tsne.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.umap	Plot UMAP embedding.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.umap.html	references/omicverse/functions/omicverse.pl.umap.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.venn	Create a Venn diagram to visualize set overlaps.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.venn.html	references/omicverse/functions/omicverse.pl.venn.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.violin	Enhanced violin plot compatible with omicverse’s interface.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.violin.html	references/omicverse/functions/omicverse.pl.violin.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.pl.volcano	Create a volcano plot for differential expression analysis.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.pl.volcano.html	references/omicverse/functions/omicverse.pl.volcano.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.datasets.bhattacherjee	Processed single-cell data PFC adult mice under cocaine self-administration.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.datasets.bhattacherjee.html	references/omicverse/functions/omicverse.datasets.bhattacherjee.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.datasets.blobs	Gaussian Blobs dataset.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.datasets.blobs.html	references/omicverse/functions/omicverse.datasets.blobs.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.datasets.bm	The BM dataset used in http://pklab.med.harvard.edu/velocyto/notebooks/R/SCG71.nb.html	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.datasets.bm.html	references/omicverse/functions/omicverse.datasets.bm.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.datasets.bone_marrow	The bone marrow dataset used in	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.datasets.bone_marrow.html	references/omicverse/functions/omicverse.datasets.bone_marrow.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.datasets.burczynski06	Bulk data with conditions ulcerative colitis (UC) and Crohn’s disease (CD).	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.datasets.burczynski06.html	references/omicverse/functions/omicverse.datasets.burczynski06.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.datasets.chromaffin	The chromaffin dataset used in http://pklab.med.harvard.edu/velocyto/notebooks/R/chromaffin2.nb.html	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.datasets.chromaffin.html	references/omicverse/functions/omicverse.datasets.chromaffin.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.datasets.cite_seq	Placeholder for CITE-seq dataset loader.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.datasets.cite_seq.html	references/omicverse/functions/omicverse.datasets.cite_seq.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.datasets.create_mock_dataset	Create a mock single-cell dataset for testing statistical functions.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.datasets.create_mock_dataset.html	references/omicverse/functions/omicverse.datasets.create_mock_dataset.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.datasets.decov_bulk_covid_bulk	COVID-19 PBMC bulk data from Decov et al. 2020.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.datasets.decov_bulk_covid_bulk.html	references/omicverse/functions/omicverse.datasets.decov_bulk_covid_bulk.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.datasets.decov_bulk_covid_single	COVID-19 PBMC single-cell data from Decov et al. 2020.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.datasets.decov_bulk_covid_single.html	references/omicverse/functions/omicverse.datasets.decov_bulk_covid_single.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.datasets.dentate_gyrus	The Dentate Gyrus dataset used in velocyto-team/velocyto-notebooks .	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.datasets.dentate_gyrus.html	references/omicverse/functions/omicverse.datasets.dentate_gyrus.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.datasets.dentate_gyrus_scvelo	The Dentate Gyrus dataset used in theislab/scvelo_notebooks .	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.datasets.dentate_gyrus_scvelo.html	references/omicverse/functions/omicverse.datasets.dentate_gyrus_scvelo.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.datasets.download_data	Download a dataset file to local storage.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.datasets.download_data.html	references/omicverse/functions/omicverse.datasets.download_data.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.datasets.download_data_requests	Download data with custom headers to reduce HTTP 403 failures.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.datasets.download_data_requests.html	references/omicverse/functions/omicverse.datasets.download_data_requests.md	2026-08-03T14:16:23+00:00
